Gene,Probe,Pearson,MaxDiff,Tau,Euclid,AvgVar
ZNF747,A_23_P3819,0.1402,0.3811,0.1128,7.3465,0.113
NLRC3,A_23_P329399,0.14,0.3993,0.0988,10.1771,0.105
ZNF443,CUST_6415_PI416261804,0.1395,0.4017,0.1203,7.1863,0.127
GJD3,A_23_P427754,0.1394,0.2958,0.0629,7.7331,0.066
ARMS2,CUST_1149_PI416573500,0.1392,0.3067,0.0726,8.6881,0.073
MED18,A_23_P138105,0.1391,0.3866,0.1058,9.3668,0.109
MXD1,A_23_P408094,0.1391,0.3666,0.0922,6.2931,0.089
C12orf69,CUST_42_PI416383280,0.139,0.3775,0.0818,14.0083,0.08
LOR,A_24_P171274,0.139,0.3866,0.1146,8.5625,0.115
IER5,A_24_P379223,0.139,0.3061,0.087,11.447,0.087
CELA1,CUST_16518_PI416261804,0.1389,0.3255,0.0846,8.6397,0.083
LOC100129184,CUST_515_PI417507815,0.1389,0.3872,0.1046,9.0712,0.104
ADRB3,A_23_P168993,0.1388,0.386,0.0938,8.9408,0.097
FLJ37078,CUST_3274_PI416261804,0.1388,0.2952,0.085,9.4374,0.084
C6orf15,CUST_10488_PI416261804,0.1387,0.3497,0.082,5.4603,0.089
KIF20A,CUST_7162_PI416261804,0.1386,0.4102,0.1008,8.4467,0.106
OR52W1,CUST_330_PI416573500,0.1385,0.4035,0.1099,8.2372,0.115
WNT2B,CUST_6639_PI416261804,0.1385,0.2886,0.0749,15.8539,0.073
C10orf113,CUST_236_PI416573500,0.1383,0.3406,0.0763,16.621,0.08
PDE6C,A_23_P98070,0.1382,0.3799,0.0855,9.3296,0.089
RNU12,CUST_355_PI417507815,0.1382,0.36,0.105,10.6814,0.109
CAPN5,A_23_P105197,0.1379,0.3237,0.0929,7.7204,0.096
KIR3DL1,A_24_P117147,0.1377,0.3721,0.0936,10.1966,0.093
ZNF703,CUST_1891_PI416261804,0.1376,0.32,0.0634,7.1593,0.065
FAM30A,CUST_3866_PI416261804,0.1375,0.4023,0.078,8.4265,0.08
LOC645961,CUST_476_PI416573500,0.1375,0.3551,0.0965,10.114,0.1
ZNF687,A_23_P331813,0.1372,0.3799,0.0901,8.2714,0.089
TSKS,A_23_P16275,0.137,0.3158,0.0684,9.5537,0.067
ZKSCAN3,A_23_P168019,0.1366,0.3745,0.1202,6.9254,0.124
CEACAM21,CUST_936_PI416261804,0.1364,0.3866,0.0731,9.4356,0.078
ENTPD2,A_23_P395365,0.1363,0.3896,0.0953,6.7141,0.094
FUT5,A_23_P101759,0.1362,0.3745,0.1019,9.7484,0.108
ZNF445,A_24_P126587,0.1359,0.3152,0.0828,6.8505,0.08
MAS1L,CUST_1001_PI416261804,0.1358,0.444,0.106,12.5007,0.111
LOC440419,A_24_P838947,0.1358,0.3587,0.0954,6.7363,0.099
LOC100129566,A_32_P213210,0.1358,0.3376,0.1009,5.9464,0.102
LOC649941,CUST_4648_PI416261804,0.1357,0.4053,0.0982,9.6732,0.097
DLL4,CUST_13166_PI416261804,0.1357,0.3896,0.0978,7.8643,0.102
EBI3,A_24_P370201,0.1356,0.3938,0.0824,11.4769,0.084
ACPT,A_23_P330419,0.1354,0.409,0.0935,9.5127,0.095
NBEAL2,A_23_P409168,0.1354,0.3557,0.0861,9.8532,0.09
KRT85,A_23_P204144,0.1353,0.3666,0.086,9.0605,0.086
MUC5AC,A_24_P935054,0.1353,0.3182,0.0829,8.2825,0.083
ADSL,A_23_P155103,0.1353,0.3122,0.0773,4.8532,0.08
C17orf96,A_24_P349788,0.1351,0.3418,0.0806,9.8883,0.082
CDC45L,A_23_P57379,0.1351,0.3122,0.0881,8.8013,0.087
ZNF799,A_23_P90079,0.135,0.4265,0.1203,7.24,0.125
LOC100287691,CUST_4474_PI416261804,0.135,0.3497,0.0903,6.9066,0.092
FBXW8,A_23_P48266,0.135,0.3684,0.119,7.9896,0.122
LOC100132816,A_24_P367421,0.135,0.3255,0.0869,7.8378,0.086
PYY,A_23_P4112,0.1349,0.3339,0.0775,9.7341,0.075
OR4A47,CUST_375_PI416573500,0.1347,0.4102,0.1078,10.8954,0.111
C2orf44,CUST_8551_PI416261804,0.1346,0.2958,0.0861,7.9321,0.084
SNRPD2,A_24_P74160,0.1344,0.3448,0.0829,6.3725,0.082
MYOD1,A_24_P30257,0.1344,0.323,0.0824,6.6154,0.083
R3HDML,CUST_901_PI416261804,0.1343,0.4174,0.1126,7.9136,0.116
ACP2,A_23_P138776,0.1343,0.3757,0.0999,8.7425,0.101
LOC100288481,CUST_8245_PI416261804,0.1342,0.4446,0.1223,7.3019,0.128
GATA1,CUST_16015_PI416261804,0.1341,0.3932,0.0875,9.7644,0.091
ZNF730,A_32_P181513,0.1341,0.3545,0.1011,8.1644,0.1
CTRC,CUST_10034_PI416261804,0.134,0.3702,0.0977,7.4677,0.103
CYP3A4,CUST_15967_PI416261804,0.1339,0.3956,0.1221,9.3824,0.122
LOC348021,A_24_P742352,0.1339,0.3376,0.0744,7.9908,0.073
LOC642954,CUST_3025_PI416261804,0.1338,0.3388,0.0695,7.3452,0.072
KLC3,A_23_P317098,0.1338,0.3981,0.0973,10.3773,0.095
SVOPL,CUST_8436_PI416261804,0.1337,0.346,0.0575,9.7013,0.059
KRTAP61,CUST_420_PI416379584,0.1335,0.3364,0.0973,7.1172,0.101
C1orf168,A_24_P913819,0.1335,0.3031,0.0616,13.6607,0.061
OR4F21,CUST_27_PI416573500,0.1334,0.4356,0.0997,9.3483,0.104
AI676130,A_32_P89551,0.1334,0.3412,0.0993,9.0461,0.1
CEACAM20,A_24_P118376,0.1334,0.3448,0.0885,10.2419,0.088
LOC100289713,CUST_13429_PI416261804,0.1334,0.2952,0.0742,7.5033,0.079
NKX2-5,A_23_P396135,0.1333,0.3612,0.0813,6.0574,0.085
TFR2,A_23_P122896,0.1332,0.369,0.0903,6.1051,0.091
KISS1R,A_23_P101761,0.1331,0.2995,0.024,5.6916,0.026
ACTL9,CUST_6030_PI416261804,0.1328,0.3376,0.0874,9.6419,0.088
SLC30A2,A_24_P156748,0.1326,0.3291,0.0794,9.7263,0.079
BU676775,A_32_P55683,0.1326,0.3454,0.1105,7.7539,0.11
ACSBG2,A_23_P131050,0.1325,0.3279,0.0727,9.2588,0.072
ZNF837,CUST_1190_PI416573500,0.1324,0.3829,0.0975,9.9958,0.097
SUOX,A_23_P150857,0.1324,0.3781,0.103,6.9254,0.105
AMDHD2,A_23_P49351,0.1324,0.3466,0.0907,7.9569,0.101
SPANXB2,A_24_P305784,0.1323,0.3914,0.106,10.3475,0.109
LOC100131693,CUST_2833_PI416261804,0.1323,0.3545,0.1118,4.8749,0.111
LMF1,A_24_P18917,0.1321,0.3829,0.0965,6.254,0.095
PCDHB18,CUST_7233_PI416261804,0.1319,0.32,0.0901,7.9109,0.092
NTN3,A_23_P100408,0.1316,0.4114,0.0957,8.7087,0.097
ZNF225,CUST_10184_PI416261804,0.1316,0.3975,0.1166,6.7556,0.121
ATXN3L,A_23_P361744,0.1315,0.3122,0.0858,11.6799,0.085
DCT,A_23_P76622,0.1314,0.3182,0.0856,7.5648,0.085
CD28,CUST_14770_PI416261804,0.1314,0.346,0.096,8.9975,0.095
C8orf39,A_23_P134729,0.1313,0.3303,0.0703,8.6168,0.07
C2orf66,CUST_572_PI416261804,0.1313,0.3061,0.0867,9.5467,0.087
ZNF581,A_23_P4798,0.1312,0.3956,0.0916,8.2821,0.094
LOC645181,A_24_P93462,0.131,0.32,0.0762,7.2523,0.073
ADAT3,A_24_P82848,0.1309,0.3926,0.106,8.7168,0.106
LOC100127980,CUST_4207_PI416261804,0.1308,0.3224,0.0726,8.6606,0.072
LOC100129656,CUST_2469_PI416261804,0.1308,0.3551,0.093,6.6246,0.095
LRRC33,CUST_2038_PI416261804,0.1308,0.3515,0.0985,9.7875,0.098
FAM59B,CUST_2661_PI416261804,0.1307,0.3624,0.0829,9.7234,0.082
LOC401127,A_23_P41267,0.1306,0.3333,0.0698,6.078,0.069
GGT8P,CUST_7271_PI416261804,0.1305,0.3823,0.0743,9.4291,0.075
MYEOV,A_23_P360240,0.1304,0.4029,0.0896,8.9549,0.093
GPX2,A_23_P3038,0.1304,0.4108,0.0888,9.2861,0.092
FOXR1,CUST_14180_PI416261804,0.1303,0.4338,0.1015,7.6669,0.109
OR3A1,CUST_5404_PI416261804,0.1302,0.36,0.0919,8.2995,0.094
TMEM185B,CUST_7418_PI416261804,0.13,0.4011,0.0928,7.0112,0.095
LOC729059,CUST_2536_PI416261804,0.13,0.3285,0.073,9.5952,0.072
ANO2,CUST_15632_PI416261804,0.1299,0.363,0.0889,9.5385,0.095
FOXI3,A_24_P15391,0.1299,0.3702,0.0921,11.5946,0.092
TBXA2R,A_23_P355471,0.1297,0.3969,0.0924,6.9348,0.096
FGD1,A_23_P73559,0.1297,0.3085,0.0815,6.4975,0.082
CREB3L1,A_23_P150407,0.1295,0.3714,0.0836,6.6339,0.087
EMD,A_23_P85171,0.1295,0.2934,0.0834,6.3979,0.082
LOC643637,CUST_3606_PI416261804,0.1291,0.2601,0.0386,12.8035,0.038
C20orf185,CUST_2238_PI416261804,0.1291,0.3817,0.105,7.6913,0.104
NOTUM,A_23_P101007,0.129,0.3249,0.0568,11.3548,0.055
PPM1F,A_24_P125894,0.129,0.3926,0.0871,16.355,0.087
AOC3,CUST_10541_PI416261804,0.1283,0.3799,0.0908,6.6829,0.092
FAM186B,A_23_P25445,0.1283,0.3908,0.1018,7.7959,0.103
NUF2,A_23_P74349,0.1281,0.3164,0.0616,7.81,0.065
FXYD3,CUST_14659_PI416261804,0.1279,0.3987,0.0951,8.9934,0.096
MFSD2B,CUST_73_PI416379584,0.1279,0.3672,0.0992,8.729,0.098
NYX,A_23_P137046,0.1279,0.2952,0.0755,7.3435,0.077
PPYR1,A_24_P364042,0.1278,0.3739,0.0798,6.2384,0.082
PCDHGA7,A_23_P435444,0.1277,0.3575,0.0936,6.3389,0.098
LOC100049716,CUST_3719_PI416261804,0.1277,0.294,0.123,8.0775,0.123
FBXL6,CUST_6131_PI416261804,0.1276,0.3351,0.0678,9.0686,0.068
LIMS3LOC440895,CUST_11840_PI416261804,0.1275,0.3769,0.0815,10.6535,0.084
LOC441228,CUST_3178_PI416261804,0.1275,0.3739,0.0991,7.5781,0.103
TOP3B,A_23_P80213,0.1275,0.3672,0.0877,10.5832,0.087
CALHM3,CUST_6376_PI416261804,0.1274,0.3757,0.0737,11.327,0.075
HPD,A_23_P139527,0.1271,0.2178,0.0111,9.1192,0.012
GGT1,A_24_P76267,0.1269,0.4005,0.1096,6.6227,0.11
OR1I1,CUST_157_PI416379584,0.1268,0.3944,0.0963,8.1376,0.094
DACT2,CUST_5056_PI416261804,0.1267,0.3745,0.0858,9.3305,0.092
ZNF467,A_24_P218074,0.1266,0.3134,0.09,8.0772,0.088
BX449754,A_32_P84526,0.1264,0.3962,0.0939,7.2965,0.096
LRIT2,CUST_12452_PI416261804,0.1264,0.3224,0.0616,13.166,0.062
ART5,CUST_7938_PI416261804,0.126,0.4162,0.1084,4.2439,0.111
FERMT3,CUST_13729_PI416261804,0.1257,0.3563,0.072,7.2532,0.072
LOC100133794,CUST_4395_PI416261804,0.1252,0.3545,0.074,9.3215,0.073
USP43,CUST_8162_PI416261804,0.1251,0.409,0.0946,6.9268,0.099
CPN1,A_23_P98147,0.1251,0.3436,0.0844,8.4174,0.086
ENST00000398290,A_24_P281636,0.1251,0.3533,0.0775,10.802,0.084
KRTAP5-9,A_23_P13048,0.1251,0.3255,0.075,7.7374,0.078
FAM183B,CUST_8525_PI416261804,0.1249,0.3739,0.0894,11.5028,0.091
LOC284072,A_24_P593036,0.1249,0.3497,0.0789,10.8293,0.076
C9orf106,CUST_4_PI416987708,0.1248,0.3091,0.0683,8.8762,0.069
GAL3ST3,CUST_1738_PI416261804,0.1247,0.4192,0.0975,8.0635,0.104
LALBA,CUST_11104_PI416261804,0.1245,0.3152,0.0825,8.766,0.082
OR2W3,CUST_1659_PI416261804,0.1245,0.3606,0.0842,8.5198,0.084
OR4A15,A_23_P139099,0.1244,0.4047,0.0952,11.7503,0.095
ZC3HC1,A_23_P215088,0.1244,0.3684,0.0958,5.918,0.094
BIN2,CUST_1709_PI416261804,0.1244,0.3364,0.0777,9.6332,0.077
OR8S1,CUST_198_PI416573500,0.1243,0.3503,0.0778,10.289,0.08
ESRP2,A_23_P100220,0.1241,0.3412,0.0695,9.2121,0.071
TNFSF14,CUST_11099_PI416261804,0.1237,0.3987,0.0828,12.2457,0.084
MAP1LC3C,CUST_415_PI417507815,0.1236,0.4083,0.1072,9.3497,0.111
TMEM129,CUST_5494_PI416261804,0.1234,0.3878,0.0863,8.7806,0.085
LOC650621,CUST_5508_PI416261804,0.1233,0.3291,0.0872,7.5991,0.095
ANO9,A_24_P8109,0.123,0.4483,0.1141,9.1781,0.117
LOC147710,CUST_4230_PI416261804,0.123,0.3612,0.0854,10.1697,0.089
ZNF570,CUST_651_PI416261804,0.1228,0.4386,0.1046,4.7353,0.11
C12orf27,CUST_10756_PI416261804,0.1228,0.3442,0.0723,6.9686,0.075
HMCN2,CUST_3419_PI416261804,0.1228,0.2868,0.0772,8.4078,0.077
MTMR8,CUST_6257_PI416261804,0.1228,0.323,0.09,8.2951,0.09
SLC22A7,A_23_P93217,0.1227,0.3007,0.0737,10.7566,0.073
PLK4,A_23_P155969,0.1226,0.3182,0.0756,7.866,0.076
POLL,A_23_P97889,0.1225,0.3817,0.0871,6.5744,0.089
LOC100131316,A_32_P164088,0.1222,0.3394,0.0666,7.0744,0.065
TCOF1,CUST_12135_PI416261804,0.1222,0.3884,0.0954,6.8182,0.096
ZNF428,A_23_P311468,0.1222,0.3527,0.1049,6.6052,0.103
S100A7,A_23_P103310,0.122,0.346,0.0892,9.1691,0.091
SLC25A30,A_23_P159284,0.1219,0.3581,0.0845,8.5582,0.084
TMEM214,A_23_P143083,0.1215,0.3938,0.0901,8.977,0.089
GALR3,A_23_P256663,0.1215,0.2831,0.0693,6.7366,0.07
PTGER1,CUST_15040_PI416261804,0.1212,0.3001,0.0557,9.4285,0.055
ENST00000312015,A_24_P220495,0.121,0.3206,0.0733,9.3309,0.073
WNT3A,CUST_17028_PI416261804,0.121,0.3031,0.0757,9.9171,0.074
ASB12,CUST_1822_PI416261804,0.1208,0.3382,0.0923,7.7571,0.096
C21orf87,A_23_P372368,0.1206,0.3908,0.0793,12.5048,0.087
PRR23A,CUST_714_PI416573500,0.1203,0.3878,0.0816,12.4361,0.082
GPR176,CUST_6114_PI416261804,0.1203,0.3382,0.0981,8.9287,0.099
ULBP1,CUST_1788_PI416261804,0.1202,0.3503,0.0741,7.2639,0.077
FLJ13224,CUST_10789_PI416261804,0.1201,0.3799,0.0913,11.4265,0.092
KRTAP44,CUST_5186_PI416261804,0.12,0.3309,0.0755,8.9272,0.075
LOC644578,CUST_370_PI417507815,0.1198,0.3206,0.0765,6.3068,0.077
KRT32,A_23_P89601,0.1198,0.2801,0.0527,10.6606,0.051
OCLM,A_23_P103349,0.1197,0.3315,0.0843,7.6447,0.084
PBOV1,A_23_P332260,0.1192,0.4241,0.0951,9.1749,0.093
LYSMD1,CUST_8350_PI416261804,0.1191,0.3261,0.0709,5.7161,0.069
OR10Q1,CUST_318_PI416573500,0.1191,0.2904,0.0639,13.1504,0.064
FAM22B,CUST_3539_PI416261804,0.119,0.3315,0.0896,7.3954,0.09
PRUNE,A_24_P217001,0.1186,0.3472,0.0936,8.2688,0.093
GGN,CUST_727_PI416261804,0.1185,0.3515,0.0697,7.6135,0.069
KIR3DP1,CUST_1209_PI416379584,0.1183,0.3975,0.0988,7.4653,0.102
IL17A,A_23_P332820,0.1181,0.386,0.0833,10.6531,0.083
SIGLEC6,A_23_P4592,0.1181,0.3007,0.0818,10.6271,0.082
ACTL8,A_32_P176018,0.1179,0.4126,0.0926,28.1219,0.091
ODF3L1,CUST_503_PI416261804,0.1178,0.4235,0.1014,7.684,0.103
DPEP1,CUST_8854_PI416261804,0.1178,0.3563,0.0913,8.5556,0.09
OR4P4,CUST_271_PI416573500,0.1177,0.3521,0.0724,13.1577,0.076
SUMO1,A_24_P319354,0.1177,0.3218,0.079,4.5337,0.079
C5orf20,A_23_P81441,0.1174,0.3545,0.0799,7.7632,0.078
AI818976,A_24_P895028,0.1174,0.3249,0.0737,11.1254,0.073
OR5V1,A_23_P42241,0.1169,0.3799,0.0846,11.0979,0.087
SC65,A_24_P407866,0.1166,0.3243,0.0766,8.6829,0.076
OR51A7,A_23_P13455,0.1166,0.3944,0.0837,9.6731,0.084
PRDM7,A_23_P49230,0.1165,0.3569,0.0875,9.4045,0.086
ZNF28,A_24_P282043,0.1164,0.2722,0.0297,8.1099,0.028
TOMM20L,A_24_P117942,0.1164,0.3485,0.0635,8.1835,0.068
RNF207,A_23_P336000,0.1164,0.3085,0.0759,7.668,0.078
ZNF676,A_24_P205036,0.1164,0.2958,0.0818,11.2388,0.08
CSN1S1,CUST_694_PI416261804,0.1162,0.2849,0.0421,6.2654,0.059
AMBN,CUST_7274_PI416261804,0.1162,0.3237,0.0755,8.8414,0.077
SOX30,A_23_P69970,0.1161,0.3345,0.0717,8.0413,0.071
TMOD4,A_23_P126605,0.1161,0.3237,0.0863,7.7916,0.087
HRK,A_24_P52882,0.116,0.3333,0.1068,8.7773,0.107
LOC389043,A_24_P786357,0.1158,0.3551,0.08,13.8349,0.082
NR0B2,CUST_11522_PI416261804,0.1156,0.3581,0.0916,8.2629,0.092
VSIG2,A_23_P36018,0.1154,0.3176,0.0736,9.5906,0.073
ATP4B,CUST_7604_PI416261804,0.1153,0.3981,0.1018,10.2284,0.108
LOC100291206,CUST_3318_PI416261804,0.1151,0.297,0.0736,7.4037,0.071
MOS,A_23_P157513,0.115,0.3733,0.0831,7.2906,0.086
LOC730107,A_24_P66932,0.1149,0.343,0.0716,12.5748,0.07
FAM163A,CUST_5705_PI416261804,0.1146,0.3128,0.0471,10.4021,0.045
FCN3,A_23_P115246,0.1146,0.2456,0.0368,9.7771,0.036
ZNF121,A_24_P935782,0.1145,0.36,0.0978,6.7781,0.097
OR52E8,CUST_335_PI416379584,0.1144,0.3787,0.0878,15.9067,0.091
C16orf90,CUST_994_PI416379584,0.1144,0.3079,0.0533,7.6109,0.054
KRTAP62,CUST_253_PI416379584,0.1143,0.3291,0.0775,9.5808,0.076
PP14571,A_24_P264059,0.1142,0.3442,0.0741,7.8101,0.076
PHOSPHO1,CUST_13634_PI416261804,0.1139,0.3678,0.0755,10.7093,0.076
PTCRA,CUST_8765_PI416261804,0.1139,0.3291,0.0824,9.886,0.084
LOC338651,CUST_153_PI416573500,0.1138,0.3714,0.0843,7.5656,0.085
ALS2CL,A_32_P420009,0.1135,0.3134,0.0748,7.4969,0.075
ZSCAN10,A_23_P15135,0.1135,0.3273,0.0728,12.8738,0.074
CSF2RB,A_23_P120899,0.1134,0.3061,0.0566,8.7775,0.06
LOC100131733,CUST_3722_PI416261804,0.1133,0.369,0.0911,11.2292,0.093
DCD,CUST_13238_PI416261804,0.1132,0.3999,0.1156,9.1613,0.119
C8orf86,CUST_1150_PI416379584,0.1132,0.3902,0.1067,10.4799,0.106
HCG22,CUST_7275_PI416261804,0.1131,0.3563,0.0743,10.5686,0.076
ACER1,A_23_P38952,0.1131,0.3811,0.0635,12.6003,0.066
PRSS21,A_23_P129602,0.1131,0.3714,0.0856,10.1675,0.084
TMEM14E,CUST_6017_PI416261804,0.1128,0.3708,0.0943,9.5039,0.094
ZFHX2,CUST_3842_PI416261804,0.1127,0.3436,0.0727,8.7435,0.074
ZBTB40,A_23_P160136,0.1126,0.3315,0.0731,7.6199,0.074
OR5C1,CUST_307_PI416379584,0.1125,0.3533,0.0894,10.7372,0.09
ZNF732,A_24_P281801,0.1125,0.3351,0.0793,8.5209,0.079
NPY6R,CUST_7455_PI416261804,0.1124,0.3872,0.0787,10.2263,0.081
ZNF778,A_32_P78783,0.1123,0.386,0.0977,5.9859,0.103
BG461173,A_24_P523368,0.1122,0.3182,0.0688,7.7901,0.069
SERPINB10,CUST_4742_PI416261804,0.1121,0.3987,0.0702,8.6198,0.071
LOC100130967,CUST_3127_PI416261804,0.1119,0.3273,0.081,10.2188,0.08
LOC100129652,CUST_3113_PI416261804,0.1117,0.317,0.0546,10.1632,0.054
MB,CUST_16459_PI416261804,0.1116,0.3158,0.0654,11.2083,0.067
NMBR,CUST_2398_PI416261804,0.1113,0.3436,0.064,8.543,0.064
MAGEA12,A_23_P252928,0.1111,0.3509,0.0749,9.4541,0.077
KRT78,CUST_142_PI416379584,0.1109,0.3581,0.0727,6.1411,0.075
ZBTB9,CUST_859_PI416261804,0.1106,0.2523,0.0735,5.9931,0.072
LOC731751,CUST_4643_PI416261804,0.1105,0.3636,0.0847,7.6039,0.088
NOTCH3,A_24_P399606,0.1104,0.3787,0.0777,8.6048,0.077
PRR15,A_23_P431346,0.1103,0.3412,0.0722,6.6549,0.074
PCDH24,A_23_P133338,0.1102,0.3527,0.0826,11.0704,0.087
ASF1B,A_23_P119254,0.1102,0.3339,0.073,9.0473,0.074
PCDHB3,CUST_2005_PI416261804,0.1099,0.3237,0.0668,7.4995,0.069
MYO3A,A_23_P86411,0.1098,0.3684,0.0761,16.0895,0.08
KRTAP2-4,A_24_P125977,0.1098,0.3218,0.0653,6.8648,0.064
SLC13A2,CUST_12590_PI416261804,0.1097,0.3491,0.066,9.4937,0.067
GPR114,A_23_P206290,0.1097,0.265,0.0613,6.242,0.063
EPHX3,CUST_14111_PI416261804,0.1094,0.3587,0.0845,10.9981,0.085
LOC652494,A_24_P889462,0.1091,0.3581,0.0583,13.0128,0.062
UTS2R,A_23_P146885,0.109,0.2728,0.0525,7.3937,0.051
KRTAP511,CUST_516_PI416573500,0.1088,0.3067,0.0774,10.7428,0.077
PCK1,A_23_P210623,0.1088,0.291,0.0432,9.8652,0.043
CRNN,CUST_14397_PI416261804,0.1086,0.3648,0.0758,10.2246,0.076
LOC120376,CUST_11958_PI416261804,0.1086,0.265,0.0727,7.8608,0.071
C16orf71,CUST_255_PI416261804,0.1081,0.3442,0.072,10.5827,0.072
FAM22D,CUST_3504_PI416261804,0.1081,0.3394,0.0724,7.9039,0.072
RTP3,CUST_924_PI416261804,0.1079,0.3382,0.0647,8.5689,0.066
MAGEA8,CUST_12034_PI416261804,0.1079,0.3624,0.069,8.8107,0.068
PPY2,CUST_7086_PI416261804,0.1079,0.3472,0.0686,8.1341,0.073
KAAG1,CUST_6738_PI416261804,0.1077,0.3987,0.0855,10.3882,0.089
UGT1A6,A_23_P60599,0.1076,0.3152,0.0604,11.6202,0.06
OR2M3,CUST_1151_PI416379584,0.1073,0.2734,0.042,9.0291,0.044
HUS1B,A_23_P423974,0.1072,0.3575,0.0747,8.788,0.075
RBPJL,CUST_6637_PI416261804,0.107,0.3932,0.0873,9.2681,0.088
LOC100287297,CUST_686_PI416261804,0.1064,0.3509,0.0708,7.2119,0.07
LOC158572,CUST_10684_PI416261804,0.1063,0.2692,0.0571,13.2805,0.056
KRT6B,CUST_6986_PI416261804,0.1062,0.3932,0.0934,12.3443,0.095
PCDHGA4,CUST_2258_PI416261804,0.1061,0.3533,0.0831,9.0504,0.083
TMEM102,A_23_P334892,0.1059,0.3333,0.0727,8.8209,0.071
ITGAL,A_23_P54878,0.1056,0.3333,0.0587,10.6335,0.058
PTGER2,CUST_16476_PI416261804,0.1054,0.3969,0.0755,8.1696,0.08
DYTN,CUST_94_PI416379584,0.1054,0.3339,0.05,7.8041,0.053
FAM113A,A_23_P17471,0.1053,0.3902,0.0807,9.1034,0.081
ZNF737,A_23_P28042,0.1049,0.3255,0.0764,9.1516,0.075
KCNG2,CUST_910_PI416261804,0.1047,0.2765,0.0373,9.6711,0.034
API5,A_23_P203255,0.1045,0.3636,0.0955,5.0677,0.096
MCART6,CUST_167_PI416573500,0.1044,0.2837,0.0658,9.6689,0.065
LMOD2,CUST_5741_PI416261804,0.1043,0.3545,0.0874,9.949,0.09
LOC138864,CUST_3455_PI416261804,0.1042,0.2807,0.0561,12.1398,0.057
LOC284440,CUST_11587_PI416261804,0.1042,0.2922,0.0654,10.1421,0.064
KRTAP4-11,A_23_P4400,0.1041,0.3763,0.0704,9.768,0.077
DEFB130,CUST_663_PI416379584,0.1039,0.3648,0.0822,9.5083,0.086
ZNF813,A_24_P58857,0.1039,0.2928,0.0613,8.5219,0.064
ZC3H13,A_23_P204836,0.1038,0.3678,0.0846,8.9679,0.086
C22orf43,A_24_P91701,0.1035,0.3503,0.0725,8.2579,0.073
CTU1,CUST_74_PI416383280,0.1032,0.3394,0.0816,7.9295,0.083
LOC440570,CUST_4555_PI416261804,0.1031,0.314,0.0649,10.7616,0.064
RPL13AP17,CUST_11985_PI416261804,0.1028,0.3714,0.0692,10.9622,0.07
ATN1,A_24_P24244,0.1027,0.3479,0.0626,5.9621,0.069
ZNF496,A_24_P376787,0.1027,0.3358,0.0764,5.5176,0.079
SLC22A20,CUST_1109_PI416573500,0.1025,0.3358,0.065,9.9564,0.067
ZNF239,CUST_5208_PI416261804,0.1024,0.3043,0.0727,9.6796,0.072
FZR1,A_23_P142333,0.1022,0.3303,0.0828,9.6183,0.087
FLJ22184,A_24_P147540,0.1017,0.2486,0.0718,9.2148,0.07
LOC100132080,CUST_598_PI417507815,0.1015,0.3146,0.0772,6.9791,0.076
UBE2J2,A_23_P217886,0.1014,0.337,0.0827,4.5095,0.082
GPR77,A_23_P164943,0.1013,0.3182,0.0653,11.6411,0.064
LOC648927,CUST_16811_PI416261804,0.1012,0.4495,0.0857,5.5049,0.089
TMEM40,A_23_P29551,0.101,0.2831,0.0404,11.4955,0.041
ZCCHC5,CUST_713_PI416261804,0.1009,0.366,0.0795,9.8187,0.077
C8G,CUST_350_PI417507815,0.1009,0.3315,0.084,7.8968,0.086
CBY3,CUST_2979_PI416261804,0.1009,0.288,0.0418,6.9976,0.041
CD244,A_24_P105332,0.1009,0.3327,0.0819,8.5725,0.082
OR52R1,CUST_289_PI416573500,0.1009,0.3358,0.0648,10.4901,0.065
IL12RB1,A_23_P399156,0.1004,0.3593,0.0762,10.5676,0.078
C17orf76,CUST_629_PI416261804,0.1001,0.3358,0.0679,11.412,0.067
EXO1,A_23_P23303,0.1001,0.3696,0.1005,8.6249,0.104
HCFC1,A_23_P125771,0.1,0.3545,0.0834,8.2256,0.085
KLHDC7B,A_24_P117410,0.0999,0.3557,0.0848,10.2538,0.082
ANKRD22,CUST_411_PI416261804,0.0997,0.3188,0.0585,10.5312,0.058
GCGR,A_23_P15751,0.0996,0.3545,0.0763,11.2846,0.077
SPDYC,CUST_932_PI416379584,0.0994,0.3485,0.0541,11.1078,0.057
GGT3P,A_24_P42066,0.0994,0.2607,0.0649,6.0252,0.069
IL23A,A_23_P76078,0.0993,0.3745,0.0775,8.1838,0.077
HDAC10,CUST_14173_PI416261804,0.0991,0.3479,0.0748,7.4676,0.076
RAD51,A_23_P88731,0.0991,0.3618,0.0816,12.921,0.081
BIRC7,A_23_P79769,0.0991,0.3787,0.0755,10.4951,0.076
FXYD2,A_23_P161769,0.099,0.3406,0.0731,10.0667,0.072
PPAN-P2RY11,A_23_P4696,0.099,0.3255,0.069,8.0147,0.07
C18orf12,CUST_4187_PI416261804,0.099,0.314,0.0743,7.5366,0.076
LASS5,A_23_P76515,0.0989,0.3727,0.0604,10.2599,0.066
LOC653111,CUST_3622_PI416261804,0.0989,0.2498,0.0411,15.8372,0.042
TNFRSF13C,CUST_16024_PI416261804,0.0986,0.4259,0.0987,7.9166,0.102
LOC440335,CUST_3993_PI416261804,0.0984,0.3442,0.1011,6.6881,0.1
LINGO4,A_24_P247626,0.0984,0.225,0.0417,10.2235,0.04
